oferta,precio,mts,recamaras,bathrooms,lat,lon,fecha_consulta,fuente,precio_m2
casa en  jojoba 728 fraccionamiento los encinos ensenada baja california mexico,484000.0,60.0,2,1,31.906167,-116.6020265,2025-09-27 23:03:14.104353,icasas,8066.666666666667
casa en  castilla 151 ampliacion chapultepec 22870 ensenada b.c. mexico,3119730.0,395.0,4,3,31.8662019,-116.6373681,2025-09-27 23:03:14.104353,icasas,7898.050632911392
casa en  lago chaira valle dorado ensenada baja california mexico,997000.0,394.0,5,4,31.8298007,-116.5949506,2025-09-27 23:03:14.104353,icasas,2530.456852791878
casa en  bahia vizcaino 527 mw moderna oeste 22860 ensenada b.c. mexico,1100000.0,440.0,4,3,31.8699665,-116.6480725,2025-09-27 23:03:14.104353,icasas,2500.0
casa en  bucaneros playa ensenada 22880 ensenada baja california mexico,690000.0,250.0,3,2,31.8544067,-116.6141518,2025-09-27 23:03:14.104353,icasas,2760.0
casa en  agaves las fincas ensenada baja california mexico,840000.0,,4,2,31.8859359,-116.616964,2025-09-27 23:03:14.104353,icasas,
casa en  lago de tequesquitengo 512 valle dorado ensenada baja california mexico,550500.0,190.0,4,3,31.8326993,-116.5931854,2025-09-27 23:03:14.104353,icasas,2897.3684210526317
casa en  rio nazas valle dorado 22890 ensenada b.c. mexico,5333400000.0,,4,2,31.8467474,-116.5908309,2025-09-27 23:03:14.104353,icasas,
casa en  calle magnolia 1079 villa residencial del prado i ensenada baja california mexico,600000.0,99.0,3,1,31.9050863,-116.5916657,2025-09-27 23:03:14.104353,icasas,6060.606060606061
casa en  bahia vizcaino 527 mw moderna oeste ensenada baja california mexico,1100000.0,390.0,5,4,31.8699665,-116.6480725,2025-09-27 23:03:14.104353,icasas,2820.5128205128203
casa en  mision de san diego 1200 san borja residencial chapultepec ensenada baja california mexico,995000.0,190.0,4,3,31.7850322,-116.5900909,2025-09-27 23:03:14.104353,icasas,5236.8421052631575
casa en  av. jaime nuno 1787 hidalgo ensenada baja california mexico,866000.0,,2,2,31.8543419,-116.5906509,2025-09-27 23:03:14.104353,icasas,
casa en  adolfo ruiz cortines ensenada baja california mexico,626000.0,105.0,3,2,31.8102728,-116.594897,2025-09-27 23:03:14.104353,icasas,5961.9047619047615
casa en  moderna ensenada,876030.0,115.0,3,1,31.9077734,-116.5811212,2025-09-27 23:03:14.104353,icasas,7617.652173913043
casa en  murgia ensenada,690000.0,,2,1,31.9027249,-116.5704463,2025-09-27 23:03:14.104353,icasas,
casa en  cerro del creston 274 fraccionamiento del sol 22820 ensenada b.c. mexico,525000.0,60.0,2,1,31.9073934,-116.5843473,2025-09-27 23:03:14.104353,icasas,8750.0
casa en  villarino 112 villa residencial del rey ensenada baja california mexico,506134.0,70.0,2,1,31.7810935,-116.5737344,2025-09-27 23:03:14.104353,icasas,7230.4857142857145
casa en  calle aries 417 fraccionamiento del sol ensenada baja california mexico,850000.0,140.0,2,1,31.9077734,-116.5811212,2025-09-27 23:03:14.104353,icasas,6071.428571428572
casa en  hidalgo ensenada,816000.0,380.0,3,2,31.8553039,-116.5844063,2025-09-27 23:03:14.104353,icasas,2147.3684210526317
casa en  c. hierro 275 vista hermosa 22896 ensenada b.c. mexico,726000.0,130.0,3,2,31.8159835,-116.5892831,2025-09-27 23:03:14.104353,icasas,5584.615384615385
casa en  bahia vizcaino 527 mw moderna oeste 22860 ensenada b.c. mexico,1100000.0,390.0,5,4,31.8699665,-116.6480725,2025-09-27 23:03:14.104353,icasas,2820.5128205128203
casa en  bucaneros 36 playa ensenada ensenada baja california mexico,920000.0,357.0,4,3,31.8519324,-116.6129795,2025-09-27 23:03:14.104353,icasas,2577.03081232493
casa en  avenida 18 de marzo 1751 hidalgo ensenada baja california mexico,870000.0,665.0,4,3,31.8571727,-116.5909496,2025-09-27 23:03:14.104353,icasas,1308.2706766917292
casa en  murgia ensenada,568000.0,60.0,2,1,31.8998126,-116.5720879,2025-09-27 23:03:14.104353,icasas,9466.666666666666
casa en  jojoba 728 fraccionamiento los encinos ensenada baja california mexico,489000.0,90.0,3,1,31.9061142,-116.6019774,2025-09-27 23:03:14.104353,icasas,5433.333333333333
casa en  lago chaira 499 valle dorado ensenada baja california mexico,1062000.0,350.0,3,2,31.8302668,-116.5930241,2025-09-27 23:03:14.104353,icasas,3034.285714285714
casa en  de los encinos 819 fraccionamiento los encinos 22819 ensenada b.c. mexico,432000.0,76.0,2,1,31.9064713,-116.5984468,2025-09-27 23:03:14.104353,icasas,5684.210526315789
casa en  c. hierro 275 vista hermosa 22896 ensenada b.c. mexico,726000.0,130.0,3,1,31.8159835,-116.5892831,2025-09-27 23:03:14.104353,icasas,5584.615384615385
casa en  murgia ensenada,928971.0,105.0,2,1,31.9035655,-116.5705698,2025-09-27 23:03:14.104353,icasas,8847.342857142858
casa en  bahia constitucion 783 mw moderna oeste ensenada baja california mexico,3331400.0,127.0,3,1,31.8691036,-116.652963,2025-09-27 23:03:14.104353,icasas,26231.496062992126
casa en  gibraltar 112 mediterraneo 22818 ensenada b.c. mexico,800100.0,90.0,3,2,31.8829967,-116.6134355,2025-09-27 23:03:14.104353,icasas,8890.0
casa en  nereida 22813 ensenada baja california mexico,1134640.0,150.0,3,1,31.9063829,-116.5820422,2025-09-27 23:03:14.104353,icasas,7564.266666666666
casa en  lago chaira 499 valle dorado ensenada baja california mexico,2780000.0,454.0,5,4,31.83016,-116.5928563,2025-09-27 23:03:14.104353,icasas,6123.348017621145
casa en  murgia ensenada,727121.0,110.0,3,2,31.9057011,-116.5930004,2025-09-27 23:03:14.104353,icasas,6610.190909090909
casa en  valle dorado ensenada,5333400.0,405.0,4,2,31.8340532,-116.594897,2025-09-27 23:03:14.104353,icasas,13168.888888888889
casa en  murgia ensenada,550000.0,70.0,2,1,31.9026307,-116.5707696,2025-09-27 23:03:14.104353,icasas,7857.142857142857
casa en  valle dorado ensenada,653000.0,450.0,6,3,31.8247899,-116.60341,2025-09-27 23:03:14.104353,icasas,1451.111111111111
casa en  calle constituyentes de 1917 213 piedras negras 22830 ensenada baja california mexico,953840.0,120.0,2,1,31.8770171,-116.6012853,2025-09-27 23:03:14.104353,icasas,7948.666666666667
casa en  18 de marzo hidalgo 22880 ensenada b.c. mexico,1000900.0,665.0,4,4,31.8576593,-116.586633,2025-09-27 23:03:14.104353,icasas,1505.1127819548872
casa en  paseo de los sauces loma dorada ensenada baja california mexico,989000.0,300.0,4,3,31.8247899,-116.60341,2025-09-27 23:03:14.104353,icasas,3296.6666666666665
casa en  albatros mar de ensenada 22813 ensenada baja california mexico,690000.0,225.0,2,1,31.9026387,-116.5702503,2025-09-27 23:03:14.104353,icasas,3066.6666666666665
casa en  calle ariel 369 22813 ensenada baja california mexico,802160.0,105.0,2,1,31.9076146,-116.5814371,2025-09-27 23:03:14.104353,icasas,7639.619047619048
casa en  rio nazas 897 valle dorado ensenada baja california mexico,5333400.0,232.0,5,3,31.846561,-116.5930034,2025-09-27 23:03:14.104353,icasas,22988.793103448275
casa en  jojoba fraccionamiento los encinos ensenada baja california mexico,484000.0,120.0,2,1,31.9060904,-116.6021854,2025-09-27 23:03:14.104353,icasas,4033.3333333333335
casa en  bahia constitucion 783 mw moderna oeste ensenada baja california mexico,3341400.0,230.0,3,2,31.8691036,-116.652963,2025-09-27 23:03:14.104353,icasas,14527.826086956522
casa en  p.o de las cumbres 511 villa bonita ensenada baja california mexico,1029000.0,400.0,5,3,31.8464315,-116.5691991,2025-09-27 23:03:14.104353,icasas,2572.5
casa en  versalles 724 villa del real 1ra secc ensenada b.c. mexico,340000.0,190.0,3,2,31.7958526,-116.5842969,2025-09-27 23:03:14.104353,icasas,1789.4736842105262
casa en  paseo del prado villa residencial del prado i 22819 ensenada baja california mexico,410000.0,110.0,4,3,31.9057011,-116.5930004,2025-09-27 23:03:14.104353,icasas,3727.2727272727275
casa en  lago chaira 499 valle dorado ensenada baja california mexico,1062000.0,540.0,6,4,31.83016,-116.5928563,2025-09-27 23:03:14.104353,icasas,1966.6666666666667
casa en  c. constituyentes de 1917 213 piedras negras 22830 ensenada b.c. mexico,1000000.0,145.0,3,2,31.8770171,-116.6012853,2025-09-27 23:03:14.104353,icasas,6896.551724137931
casa en  paseo del prado villa residencial del prado i ensenada b.c. mexico,556000.0,130.0,3,2,31.9057011,-116.5930004,2025-09-27 23:03:14.104353,icasas,4276.923076923077
casa en  mexico 1 jardines de chapultepec tijuana baja california mexico,1050000.0,240.0,4,3,31.7878225,-116.5922787,2025-09-27 23:03:14.104353,icasas,4375.0
casa en  chapultepec ensenada,645000.0,160.0,3,2,31.815999,-116.5892666,2025-09-27 23:03:14.104353,icasas,4031.25
casa en  murgia ensenada,492123.0,125.0,3,1,31.9151518,-116.586068,2025-09-27 23:03:14.104353,icasas,3936.984
casa en  calle constituyentes de 1917 piedras negras ensenada baja california mexico,645000.0,122.0,3,2,31.8782168,-116.6013236,2025-09-27 23:03:14.104353,icasas,5286.88524590164
casa en  loma dorada ensenada baja california mexico,898000.0,392.0,4,2,31.8242256,-116.6018998,2025-09-27 23:03:14.104353,icasas,2290.816326530612
casa en  nogal villa residencial del prado i ensenada b.c. mexico,556000.0,185.0,3,2,31.9056079,-116.5918295,2025-09-27 23:03:14.104353,icasas,3005.4054054054054
casa en  nogal villa residencial del prado i ensenada baja california mexico,556000.0,100.0,3,1,31.9056079,-116.5918295,2025-09-27 23:03:14.104353,icasas,5560.0
casa en  reforma ensenada,500000.0,368.0,4,2,31.8684268,-116.6068126,2025-09-27 23:03:14.104353,icasas,1358.695652173913
casa en  villas del rey ensenada,500000.0,100.0,2,1,31.7888417,-116.5637449,2025-09-27 23:03:14.104353,icasas,5000.0
casa en  paseo de los sauces loma dorada ensenada baja california mexico,1087000.0,520.0,5,4,31.8247899,-116.60341,2025-09-27 23:03:14.104353,icasas,2090.3846153846152
casa en  blvd. kumiai 719 colinas del magisterio 22813 ensenada b.c. mexico,565000.0,100.0,3,1,31.9011488,-116.5751283,2025-09-27 23:03:14.104353,icasas,5650.0
casa en  bahia magdalena 615 mw moderna oeste 22860 ensenada b.c. mexico,700000.0,225.0,4,2,31.8691993,-116.6494766,2025-09-27 23:03:14.104353,icasas,3111.1111111111113
casa en  bahia magdalena 162 moderna ensenada baja california mexico,730000.0,,3,3,31.8714759,-116.6410823,2025-09-27 23:03:14.104353,icasas,
casa en  nereida 136 ensenada baja california mexico,720000.0,,3,3,31.9068376,-116.5824757,2025-09-27 23:03:14.104353,icasas,
casa en  lago arai 336 valle dorado ensenada baja california mexico,866000.0,,3,3,31.8310713,-116.5968836,2025-09-27 23:03:14.104353,icasas,
casa en  santa maria 35 nueva ensenada ensenada baja california mexico,655000.0,,3,3,31.8551407,-116.6020083,2025-09-27 23:03:14.104353,icasas,
casa en  paseo de los sauces 406 loma dorada ensenada baja california mexico,733000.0,580.0,4,4,31.8252771,-116.6036868,2025-09-27 23:03:14.104353,icasas,1263.7931034482758
casa en  bahia vizcaino 527 mw moderna oeste ensenada baja california mexico,750000.0,520.0,4,4,31.8699628,-116.6482054,2025-09-27 23:03:14.104353,icasas,1442.3076923076924
casa en  sauce 140 las lomitas ensenada b.c. mexico,2421247.95,98.0,3,1,31.8882348,-116.5777001,2025-09-27 23:03:14.104353,icasas,24706.61173469388
casa en  lago chaira 499 valle dorado ensenada baja california mexico,846000.0,,4,4,31.83016,-116.5928563,2025-09-27 23:03:14.104353,icasas,
casa en  p.o de las cumbres 511 villa bonita 22852 ensenada b.c. mexico,1029000.0,180.0,4,2,31.8464315,-116.5691991,2025-09-27 23:03:14.104353,icasas,5716.666666666667
casa en  linceo villa residencial del rey ii ensenada baja california mexico,1267500.0,85.0,2,1,31.7890336,-116.5627792,2025-09-27 23:03:14.104353,icasas,14911.764705882353
casa en  albatros 159 mar de ensenada 22813 ensenada b.c. mexico,630000.0,200.0,3,2,31.9027249,-116.5704463,2025-09-27 23:03:14.104353,icasas,3150.0
casa en  murgia ensenada,508000.0,95.0,2,1,31.9002265,-116.5718565,2025-09-27 23:03:14.104353,icasas,5347.368421052632
casa en  mision de san diego san borja residencial chapultepec ensenada baja california mexico,995000.0,200.0,3,1,31.7851848,-116.5890129,2025-09-27 23:03:14.104353,icasas,4975.0
casa en  p.o de los sauces 406 loma dorada 22897 ensenada b.c. mexico,733000.0,580.0,4,4,31.8252771,-116.6036868,2025-09-27 23:03:14.104353,icasas,1263.7931034482758
casa en  gibraltar mediterraneo 22818 ensenada baja california mexico,650000.0,120.0,3,2,31.8842691,-116.6138297,2025-09-27 23:03:14.104353,icasas,5416.666666666667
casa en  c. homero 619 villa residencial del rey ii 22785 ensenada b.c. mexico,390000.0,60.0,2,1,31.7888417,-116.5637449,2025-09-27 23:03:14.104353,icasas,6500.0
casa en  bahia magdalena moderna oeste 22860 ensenada b.c. mexico,750000.0,130.0,4,2,31.8692682,-116.6503467,2025-09-27 23:03:14.104353,icasas,5769.2307692307695
casa en  murgia ensenada,630000.0,200.0,3,2,31.9027249,-116.5704463,2025-09-27 23:03:14.104353,icasas,3150.0
casa en  avenida ignacio lopez rayon num 815 aviacion ensenada baja california mexico,508000.0,60.0,2,1,31.8661919,-116.5963454,2025-09-27 23:03:14.104353,icasas,8466.666666666666
casa en  nolina fraccionamiento los encinos ensenada baja california mexico,416000.0,50.0,2,1,31.9064158,-116.6004167,2025-09-27 23:03:14.104353,icasas,8320.0
casa en  mision de san diego 12001500 san borja residencial chapultepec 22785 ensenada b.c. mexico,995000.0,150.0,3,2,31.7850322,-116.5900909,2025-09-27 23:03:14.104353,icasas,6633.333333333333
casa en  av del fresno 152 fraccionamiento los encinos ensenada baja california mexico,840440.0,120.0,2,1,31.9095318,-116.5985501,2025-09-27 23:03:14.104353,icasas,7003.666666666667
casa en  calle ariel ensenada b.c. mexico,802160.0,95.0,2,1,31.9067445,-116.5811971,2025-09-27 23:03:14.104353,icasas,8443.78947368421
casa en  av del fresno fraccionamiento los encinos 22819 ensenada baja california mexico,777040.0,103.0,3,1,31.9112797,-116.5989865,2025-09-27 23:03:14.104353,icasas,7544.077669902913
casa en  calle corona ensenada baja california mexico,526000.0,115.0,3,2,31.9089321,-116.5814171,2025-09-27 23:03:14.104353,icasas,4573.913043478261
casa en  santa maria 35 nueva ensenada 22880 ensenada baja california mexico,800000.0,154.0,1,1,31.8551407,-116.6020083,2025-09-27 23:03:14.104353,icasas,5194.805194805195
casa en  moderna ensenada,2319000.0,265.0,4,2,31.86996270935629,-116.64820555597544,2025-09-27 23:03:14.104353,icasas,8750.943396226416
casa en  moderna ensenada,671000.0,250.0,4,2,31.8714759,-116.6410823,2025-09-27 23:03:14.104353,icasas,2684.0
casa en  lago maracaibo 960 valle dorado 22890 ensenada baja california mexico,766960.0,60.0,2,1,31.82602,-116.5858809,2025-09-27 23:03:14.104353,icasas,12782.666666666666
casa en  nogal 1123 villa residencial del prado i 22819 ensenada b.c. mexico,559000.0,120.0,2,1,31.9049322,-116.5935399,2025-09-27 23:03:14.104353,icasas,4658.333333333333
casa en  salvia ii fraccionamiento los encinos ensenada baja california mexico,400000.0,90.0,3,1,31.9071391,-116.5978767,2025-09-27 23:03:14.104353,icasas,4444.444444444444
casa en  chapultepec ensenada,830000.0,150.0,3,2,31.7851469,-116.5901173,2025-09-27 23:03:14.104353,icasas,5533.333333333333
casa en  lomas de la presa ensenada baja california mexico,650000.0,150.0,3,1,31.8999351,-116.5690954,2025-09-27 23:03:14.104353,icasas,4333.333333333333
casa en  prol. av. ruiz fraccionamiento los encinos ensenada baja california mexico,624186.0,91.0,2,2,31.9104479,-116.6008243,2025-09-27 23:03:14.104353,icasas,6859.186813186813
casa en  albatros 159 mar de ensenada ensenada baja california mexico,500000.0,137.0,3,3,31.9027249,-116.5704463,2025-09-27 23:03:14.104353,icasas,3649.6350364963505
casa en  sexto ayuntamiento ensenada,958771.0,70.0,2,1,31.8806215,-116.5698326,2025-09-27 23:03:14.104353,icasas,13696.728571428572
casa en  durango revolucion 22830 ensenada b.c. mexico,591720.0,190.0,3,1,31.8736967,-116.5890128,2025-09-27 23:03:14.104353,icasas,3114.315789473684
casa en  versalles villa del real 1ra secc ensenada baja california mexico,340000.0,,3,2,31.7958534,-116.584658,2025-09-27 23:03:14.104353,icasas,
casa en  cto. de los encinos fraccionamiento los encinos ensenada baja california mexico,677360.0,80.0,2,1,31.9097948,-116.600801,2025-09-27 23:03:14.104353,icasas,8467.0
casa en  lago maracaibo valle dorado ensenada baja california mexico,766960.0,85.0,2,1,31.8265183,-116.5867595,2025-09-27 23:03:14.104353,icasas,9023.058823529413
casa en  chapultepec ensenada,860000.0,150.0,3,1,31.7851469,-116.5901173,2025-09-27 23:03:14.104353,icasas,5733.333333333333
casa en  cantamar ensenada baja california mexico,422000.0,128.0,3,1,31.8530275,-116.5868686,2025-09-27 23:03:14.104353,icasas,3296.875
casa en  manzanilla villa residencial del prado i ensenada baja california mexico,650000.0,99.0,2,2,31.9053426,-116.59278,2025-09-27 23:03:14.104353,icasas,6565.656565656565
casa en  manzanilla villa residencial del prado i 22819 ensenada baja california mexico,650000.0,160.0,2,1,31.9053426,-116.59278,2025-09-27 23:03:14.104353,icasas,4062.5
casa en  escritores ensenada,500000.0,190.0,3,2,31.7958526,-116.5842969,2025-09-27 23:03:14.104353,icasas,2631.5789473684213
casa en  moderna ensenada,510000.0,200.0,3,2,31.9078119,-116.5821876,2025-09-27 23:03:14.104353,icasas,2550.0
casa en  ensenada baja california mexico,700000.0,208.0,4,2,31.8557021,-116.6057392,2025-09-27 23:03:14.104353,icasas,3365.3846153846152
casa en  agaves las fincas ensenada baja california mexico,570000.0,250.0,2,2,31.8859359,-116.616964,2025-09-27 23:03:14.104353,icasas,2280.0
casa en  calle lirios flores magon ensenada baja california 22810 mex,614000.0,210.0,3,2,31.89996,-116.59825,2025-09-27 23:03:14.104353,icasas,2923.809523809524
casa en  bahia magdalena 275 moderna ensenada baja california mexico,1318603.0,240.0,3,1,31.8706641,-116.6426305,2025-09-27 23:03:14.104353,icasas,5494.179166666667
casa en  lomas de ensenada 388 lomas de la presa 22813 ensenada baja california mexico,570000.0,60.0,2,1,31.9002208,-116.5718543,2025-09-27 23:03:14.104353,icasas,9500.0
casa en  lago chaira 499 valle dorado ensenada baja california mexico,5840940.0,490.0,6,4,31.83016,-116.5928563,2025-09-27 23:03:14.104353,icasas,11920.285714285714
casa en  bahia constitucion mw moderna oeste ensenada baja california mexico,547000.0,300.0,4,2,31.8692064,-116.6525876,2025-09-27 23:03:14.104353,icasas,1823.3333333333333
casa en  centro zona centro ensenada baja california mexico,360000.0,33.0,2,1,31.8779516,-116.6232932,2025-09-27 23:03:14.104353,icasas,10909.09090909091
casa en  murgia ensenada,835000.0,120.0,3,2,32.0557002,-116.8794595,2025-09-27 23:03:14.104353,icasas,6958.333333333333
casa en  murgia ensenada,445000.0,95.0,2,2,31.9006805,-116.5712138,2025-09-27 23:03:14.104353,icasas,4684.210526315789
casa en  lago chaira valle dorado ensenada baja california mexico,730000.0,490.0,4,4,31.8298007,-116.5949506,2025-09-27 23:03:14.104353,icasas,1489.795918367347
casa en  av. ruiz 240 zona centro ensenada baja california mexico,638000.0,90.0,3,2,31.8656878,-116.6275512,2025-09-27 23:03:14.104353,icasas,7088.888888888889
casa en  murgia ensenada,489000.0,60.0,2,1,31.9061142,-116.6019774,2025-09-27 23:03:14.104353,icasas,8150.0
casa en  valle dorado ensenada,550500.0,190.0,4,3,31.8326987,-116.5931916,2025-09-27 23:03:14.104353,icasas,2897.3684210526317
casa en  avenida jaime nuno 1787 hidalgo ensenada baja california mexico,700000.0,230.0,3,1,31.8543419,-116.5906509,2025-09-27 23:03:14.104353,icasas,3043.478260869565
casa en  alicante 101 exejido chapultepec ensenada baja california mexico,790000.0,50.0,2,1,31.7687536,-116.5676447,2025-09-27 23:03:14.104353,icasas,15800.0
casa en  bahia vizcaino 527 mw moderna oeste ensenada baja california mexico,1100000.0,440.0,4,3,31.8699861,-116.6480906,2025-09-27 23:03:14.104353,icasas,2500.0
casa en  escritores ensenada,340000.0,130.0,3,3,31.7958526,-116.5842969,2025-09-27 23:03:14.104353,icasas,2615.3846153846152
casa en  lago maracaibo valle dorado 22890 ensenada baja california mexico,766960.0,85.0,2,1,31.8265183,-116.5867595,2025-09-27 23:03:14.104353,icasas,9023.058823529413
casa en  moderna ensenada,580000.0,118.0,3,2,31.9071026,-116.5819282,2025-09-27 23:03:14.104353,icasas,4915.254237288135
casa en  buenaventura ensenada,763000.0,110.0,3,2,31.8551407,-116.6020083,2025-09-27 23:03:14.104353,icasas,6936.363636363636
casa en  avenida 18 de marzo 1751 hidalgo ensenada baja california mexico,800000.0,490.0,4,3,31.8571727,-116.5909496,2025-09-27 23:03:14.104353,icasas,1632.6530612244899
casa en  bahia constitucion 783 mw moderna oeste ensenada baja california mexico,547000.0,300.0,4,2,31.8691036,-116.652963,2025-09-27 23:03:14.104353,icasas,1823.3333333333333
casa en  lago chaira 499 valle dorado ensenada baja california mexico,730000.0,380.0,4,4,31.83016,-116.5928563,2025-09-27 23:03:14.104353,icasas,1921.0526315789473
casa en  fraccionamiento del sol ensenada baja california mexico,827160.0,110.0,3,2,31.8850996,-116.648334,2025-09-27 23:03:14.104353,icasas,7519.636363636364
casa en  gibraltar mediterraneo ensenada baja california mexico,600000.0,120.0,3,2,31.8842691,-116.6138297,2025-09-27 23:03:14.104353,icasas,5000.0
casa en  lago chaira 473 valle dorado ensenada baja california mexico,807000.0,400.0,6,3,31.830248,-116.5928405,2025-09-27 23:03:14.104353,icasas,2017.5
casa en  alamos 894 22839 ensenada b.c. mexico,426700.0,100.0,2,1,31.8894136,-116.6056057,2025-09-27 23:03:14.104353,icasas,4267.0
casa en  santa maria nueva ensenada ensenada baja california mexico,468441.0,120.0,3,1,31.8547213,-116.6041982,2025-09-27 23:03:14.104353,icasas,3903.675
casa en  calle carpinteros 2042 jose maria morelos y pavon ensenada baja california mexico,880000.0,100.0,3,2,31.8517731,-116.5627233,2025-09-27 23:03:14.104353,icasas,8800.0
casa en  versalles 724 villa del real 1ra seccion ensenada baja california mexico,340000.0,130.0,3,2,31.7958224,-116.5843339,2025-09-27 23:03:14.104353,icasas,2615.3846153846152
casa en  pascual villa residencial del rey ii ensenada baja california mexico,760400.0,85.0,2,1,31.7901896,-116.5611095,2025-09-27 23:03:14.104353,icasas,8945.882352941177
casa en  chapultepec ensenada,595780.0,110.0,2,1,31.7828226,-116.5809999,2025-09-27 23:03:14.104353,icasas,5416.181818181818
casa en  lago chaira 499 valle dorado 22890 ensenada b.c. mexico,5840940.0,490.0,6,2,31.83016,-116.5928563,2025-09-27 23:03:14.104353,icasas,11920.285714285714
casa en  bahia vizcaino mw moderna oeste ensenada baja california mexico,600000.0,508.0,4,2,31.8698824,-116.6511103,2025-09-27 23:03:14.104353,icasas,1181.1023622047244
casa en  alicante 101 exejido chapultepec ensenada baja california mexico,500000.0,50.0,2,1,31.7687536,-116.5676447,2025-09-27 23:03:14.104353,icasas,10000.0
casa en  nereida 136 ensenada baja california mexico,631000.0,,,,31.9068376,-116.5824757,2025-09-27 23:03:14.104353,icasas,
casa en  lago chaira valle dorado ensenada baja california mexico,1070000.0,480.0,5,3,31.8298007,-116.5949506,2025-09-27 23:03:14.104353,icasas,2229.1666666666665
casa en  lago de tequesquitengo 512 valle dorado ensenada baja california mexico,550000.0,190.0,4,3,31.8326993,-116.5931854,2025-09-27 23:03:14.104353,icasas,2894.7368421052633
casa en  adolfo ruiz cortines ensenada baja california mexico,626000.0,110.0,3,1,31.8102728,-116.594897,2025-09-27 23:03:14.104353,icasas,5690.909090909091
casa en  chapultepec ensenada,507382.0,115.0,3,1,31.7820271,-116.5823652,2025-09-27 23:03:14.104353,icasas,4412.017391304348
casa en  chapultepec ensenada,484546.0,115.0,3,1,31.7820271,-116.5823652,2025-09-27 23:03:14.104353,icasas,4213.44347826087
casa en  castilla ampliacion chapultepec ensenada baja california mexico,3119730.0,450.0,4,4,31.8655586,-116.6369205,2025-09-27 23:03:14.104353,icasas,6932.733333333334
casa en  bucaneros playa ensenada 22880 ensenada b.c. mexico,750000.0,260.0,3,2,31.8544067,-116.6141518,2025-09-27 23:03:14.104353,icasas,2884.6153846153848
casa en  lago chaira 499 valle dorado ensenada baja california mexico,700000.0,300.0,4,2,31.8302668,-116.5930241,2025-09-27 23:03:14.104353,icasas,2333.3333333333335
casa en  villa residencial del rey ensenada baja california mexico,500000.0,100.0,2,1,31.783017,-116.5720443,2025-09-27 23:03:14.104353,icasas,5000.0
casa en  escritores ensenada,340000.0,190.0,3,2,31.7958526,-116.5842969,2025-09-27 23:03:14.104353,icasas,1789.4736842105262
casa en  calle homero villa residencial del rey ii ensenada baja california mexico,398206.0,75.0,2,1,31.7884309,-116.563503,2025-09-27 23:03:14.104353,icasas,5309.413333333333
casa en  paseo del prado 960 villa residencial del prado i ensenada baja california mexico,520884.0,110.0,3,11,31.9038227,-116.5908295,2025-09-27 23:03:14.104353,icasas,4735.309090909091
casa en  valle dorado ensenada,550000.0,190.0,4,3,31.8326987,-116.5931916,2025-09-27 23:03:14.104353,icasas,2894.7368421052633
casa en  calle manzanillo 33a lomas de san ramon col. lomas de san ramon baja california mexico,840000.0,326.0,4,3,30.703173,-116.0054447,2025-09-27 23:03:14.104353,icasas,2576.687116564417
casa en  calle constituyentes de 1917 piedras negras ensenada baja california mexico,747000.0,120.0,3,2,31.8782168,-116.6013236,2025-09-27 23:03:14.104353,icasas,6225.0
departamento en  bronce ensenada baja california mexico,1218750.0,,3,1,31.8731744,-116.605954,2025-09-27 23:03:14.104353,icasas,
casa en  albatros 159 mar de ensenada ensenada baja california mexico,710000.0,,2,1,31.9027706,-116.5704635,2025-09-27 23:03:14.104353,icasas,
casa en  bahia magdalena 162 moderna ensenada baja california mexico,550000.0,329.0,3,3,31.8714759,-116.6410823,2025-09-27 23:03:14.104353,icasas,1671.7325227963527
casa en  bahia magdalena 126 moderna 22860 ensenada baja california mexico,450000.0,320.0,3,2,31.871734,-116.6406134,2025-09-27 23:03:14.104353,icasas,1406.25
casa en  costa azul ensenada,380000.0,210.0,2,1,31.8494683,-116.603452,2025-09-27 23:03:14.104353,icasas,1809.5238095238096
casa en  calle adolfo lopez mateos villa residencial del prado ii 22819 rancho verde baja california mexico,780920.0,125.0,3,1,31.9137039,-116.5851335,2025-09-27 23:03:14.104353,icasas,6247.36
casa en  avila 225 villa residencial del rey ensenada baja california mexico,345000.0,70.0,2,1,31.7834094,-116.5732045,2025-09-27 23:03:14.104353,icasas,4928.571428571428
casa en  valle dorado ensenada,500000.0,500.0,4,3,31.8298007,-116.5949506,2025-09-27 23:03:14.104353,icasas,1000.0
casa en  calle huerta vista hermosa ensenada baja california mexico,530000.0,160.0,3,2,31.8153085,-116.5919173,2025-09-27 23:03:14.104353,icasas,3312.5
casa en  18 de marzo hidalgo ensenada baja california mexico,870000.0,500.0,4,3,31.8576593,-116.586633,2025-09-27 23:03:14.104353,icasas,1740.0
casa en  san borja residencial aeropuerto ensenada baja california mexico,812000.0,100.0,3,2,31.7869834,-116.5897369,2025-09-27 23:03:14.104353,icasas,8120.0
casa en  castilla ampliacion chapultepec ensenada baja california mexico,2160000.0,142.0,3,2,31.8655586,-116.6369205,2025-09-27 23:03:14.104353,icasas,15211.267605633802
casa en  adolfo ruiz cortines ensenada,626000.0,125.0,3,1,31.8102728,-116.594897,2025-09-27 23:03:14.104353,icasas,5008.0
casa en  manzanilla 1098 villa residencial del prado i 22819 ensenada b.c. mexico,650000.0,68.0,2,1,31.9051283,-116.5931806,2025-09-27 23:03:14.104353,icasas,9558.823529411764
